Unnamed: 0,stop_id,direction_id,branch_route_id,headway_trunk_seconds,headway_branch_seconds,stop_name
333,70071,0,Red-B,517.7902509739965,1045.0832643297451,Kendall/MIT
334,70072,1,Red-A,482.2998718496369,898.457297528314,Kendall/MIT
335,70072,1,Red-B,544.8190272482097,1009.278852505426,Kendall/MIT
336,70073,0,Red-A,511.9038725624828,903.1350645781808,Charles/MGH
337,70073,0,Red-B,505.72573052668974,1027.928867652362,Charles/MGH
338,70074,1,Red-A,482.3073134022029,909.1123733917328,Charles/MGH
339,70074,1,Red-B,552.0667725147746,1017.5089541547278,Charles/MGH
340,70075,0,Red-A,517.2846055206857,915.2508776667568,Park Street
341,70075,0,Red-B,510.6479361775928,1029.9757020864513,Park Street
342,70076,1,Red-A,479.2804352289058,909.1271047227926,Park Street
343,70076,1,Red-B,556.3357136559993,1017.1739908708494,Park Street
344,70077,0,Red-A,521.4090453604115,916.8109047173592,Downtown Crossing
345,70077,0,Red-B,506.01328533470473,1026.0007830172265,Downtown Crossing
346,70078,1,Red-A,470.56811166286406,913.5618203785745,Downtown Crossing
347,70078,1,Red-B,567.7195562435501,1025.0198132146286,Downtown Crossing
348,70079,0,Red-A,522.1226616782469,917.0700968927498,South Station
349,70079,0,Red-B,505.2534909620492,1025.186260869565,South Station
350,70080,1,Red-A,458.0509243809651,902.927899058682,South Station
351,70080,1,Red-B,569.7890504704876,1018.7687299244726,South Station
352,70081,0,Red-A,528.1365062412389,921.6514655805568,Broadway
353,70081,0,Red-B,504.3418371714751,1024.4350508297855,Broadway
354,70082,1,Red-A,454.7638425617078,901.638553412958,Broadway
355,70082,1,Red-B,572.1551473729176,1017.7914679615018,Broadway
356,70083,0,Red-A,534.0043046357616,926.8668433256043,Andrew
357,70083,0,Red-B,508.6261016949152,1028.025023647777,Andrew
358,70084,1,Red-A,447.7579760882489,903.3661469344607,Andrew
359,70084,1,Red-B,582.9376320459731,1019.7584905660376,Andrew
360,70085,0,Red-A,526.663590391909,941.7623148030898,JFK/UMass
361,70086,1,Red-A,487.6322742585376,902.1940130839886,JFK/UMass
362,70087,0,Red-A,922.754280772557,922.754280772557,Savin Hill
363,70088,1,Red-A,898.9582737243682,898.9582737243682,Savin Hill
364,70089,0,Red-A,920.6724784943132,920.6724784943132,Fields Corner
365,70090,1,Red-A,899.0552034113173,899.0552034113173,Fields Corner
366,70091,0,Red-A,923.5029867192484,923.5029867192484,Shawmut
367,70092,1,Red-A,900.0409892770667,900.0409892770667,Shawmut
368,70094,0,Red-A,,,Ashmont
369,70095,0,Red-B,539.5769974226804,997.2104362005708,JFK/UMass
370,70096,1,Red-B,531.5242718446602,1019.4336245289484,JFK/UMass
371,70097,0,Red-B,1023.5582403055228,1023.5582403055228,North Quincy
372,70097,1,Red-B,1160.0,1160.0,North Quincy
373,70098,1,Red-B,1018.3161827864628,1018.3161827864628,North Quincy
374,70099,0,Red-B,1014.5543502162282,1014.5543502162282,Wollaston
375,70100,1,Red-B,1009.9510515131532,1009.9510515131532,Wollaston
376,70101,0,Red-B,1015.7280457410936,1015.7280457410936,Quincy Center
377,70102,1,Red-B,1009.9367032967032,1009.9367032967032,Quincy Center
378,70103,0,Red-B,1016.082012910798,1016.082012910798,Quincy Adams
379,70104,0,Red-B,,,Quincy Adams
380,70104,1,Red-B,1011.6793159130946,1011.6793159130946,Quincy Adams
381,70106,1,Green-D,473.0,,Boston College
382,70107,0,Green-E,,,Boston College
383,70110,1,Green-B,567.4451449726917,567.4697214076247,South Street
384,70110,1,Green-E,515.0,,South Street
385,70111,0,Green-B,577.3563318460479,577.3314590437495,South Street
386,70112,1,Green-B,575.219610177057,575.2365719386996,Chestnut Hill Avenue
387,70112,1,Green-D,357.0,,Chestnut Hill Avenue
388,70113,0,Green-B,582.9716330562493,583.019829289202,Chestnut Hill Avenue
389,70113,0,Green-D,115.0,,Chestnut Hill Avenue
390,70114,1,Green-B,576.766761130584,576.766761130584,Chiswick Road
391,70115,0,Green-B,582.4341801385681,582.4341801385681,Chiswick Road
392,70116,1,Green-B,575.012630565227,575.044223860143,Sutherland Road
393,70116,1,Green-C,382.0,,Sutherland Road
394,70116,1,Green-D,35.0,,Sutherland Road
395,70116,1,Green-E,386.0,,Sutherland Road
396,70117,0,Green-B,582.8232633998073,582.87340599051,Sutherland Road
397,70117,0,Green-C,1027.0,,Sutherland Road
398,70117,0,Green-D,557.0,,Sutherland Road
399,70120,1,Green-B,574.2734395210466,574.2547120999335,Washington Street
400,70121,0,Green-B,582.7157191869259,582.7292780995241,Washington Street
401,70124,1,Green-B,573.6440690442015,573.6393346091564,Warren Street
402,70125,0,Green-B,584.1111644569191,584.1111644569191,Warren Street
403,70126,1,Green-B,573.7007987044058,573.6988847583643,Allston Street
404,70126,1,Green-E,639.0,,Allston Street
405,70127,0,Green-B,585.1388067425698,585.1663093301789,Allston Street
406,70128,1,Green-B,574.092004421518,574.1127077115802,Griggs Street
407,70129,0,Green-B,584.9423953738369,584.9246737841044,Griggs Street
408,70130,1,Green-B,572.7808770827945,572.7819773886056,Harvard Avenue
409,70131,0,Green-B,585.0584856009784,585.0946521884149,Harvard Avenue
410,70134,1,Green-B,571.0453188902399,571.0636651683737,Packard's Corner
411,70135,0,Green-B,585.2809755012787,585.2862913686395,Packard's Corner
412,70144,1,Green-B,565.2114892211117,565.2103002519308,Boston University Central
413,70145,0,Green-B,584.9734062697244,584.9830408618441,Boston University Central
414,70146,1,Green-B,565.7118468915344,565.7118468915344,Boston University East
415,70147,0,Green-B,590.1478290395145,590.1478290395145,Boston University East
416,70148,1,Green-B,580.1204072974119,580.1204072974119,Blandford Street
417,70149,0,Green-B,588.629772284771,588.6519089139084,Blandford Street
418,70149,0,Green-D,523.0,,Blandford Street
419,70150,1,Green-B,55.5,192.5,Kenmore
420,70150,1,Green-C,210.54325273648095,564.6029967159277,Kenmore
421,70150,1,Green-D,192.844430806996,609.0308057914888,Kenmore
422,70151,0,Green-B,262.9375,677.6875,Kenmore
423,70151,0,Green-C,200.6726018250612,570.9808997985525,Kenmore
424,70151,0,Green-D,224.410596285435,600.6694911929701,Kenmore
425,70152,1,Green-B,194.9936465474001,577.6854159649714,Hynes Convention Center
426,70152,1,Green-C,204.6119099069149,575.407402765593,Hynes Convention Center
427,70152,1,Green-D,194.30495798689012,614.2576212777237,Hynes Convention Center
428,70152,1,Green-E,24.0,,Hynes Convention Center
429,70153,0,Green-B,186.12565336430765,584.4832615873281,Hynes Convention Center
430,70153,0,Green-C,189.18741361086268,576.7075614444035,Hynes Convention Center
431,70153,0,Green-D,219.67256867595364,614.3826461752798,Hynes Convention Center
432,70153,0,Green-E,306.5,,Hynes Convention Center
433,70154,1,Green-B,142.2890981376857,581.008389544688,Copley
434,70154,1,Green-C,149.15419994146424,581.7294013788464,Copley
435,70154,1,Green-D,147.20847263769136,619.0349109549693,Copley
436,70154,1,Green-E,179.6957849725107,518.9408227415607,Copley
437,70155,0,Green-B,136.14308215203516,584.4364525431521,Copley
438,70155,0,Green-C,137.19097377515754,577.2986885245901,Copley
439,70155,0,Green-D,173.95240963855423,612.4118821334027,Copley
440,70155,0,Green-E,169.8077407067306,518.7896992788135,Copley
441,70156,1,Green-B,151.00089806915133,624.1731378405285,Arlington
442,70156,1,Green-C,157.9177666314678,613.0211052608291,Arlington
443,70156,1,Green-D,157.90065677674184,648.8926626672819,Arlington
444,70156,1,Green-E,188.9592922899885,551.066531454855,Arlington
445,70157,0,Green-B,135.2214635350253,583.6165235784497,Arlington
446,70157,0,Green-C,138.00109055658777,577.7452976142008,Arlington
447,70157,0,Green-D,171.9973059653624,612.6677736565168,Arlington
448,70157,0,Green-E,170.61257196727382,516.8294884316168,Arlington
449,70158,1,Green-B,150.53709404674154,607.501048584411,Boylston
450,70158,1,Green-C,154.98817802503478,610.3880655737705,Boylston
451,70158,1,Green-D,156.95235283430233,645.5967234061973,Boylston
452,70158,1,Green-E,184.6977275925144,542.4772042934571,Boylston
453,70159,0,Green-B,135.7742701551816,583.2079514490958,Boylston
454,70159,0,Green-C,137.95962970416582,577.3147111327492,Boylston
455,70159,0,Green-D,170.48901286091476,611.5072588265613,Boylston
456,70159,0,Green-E,170.47302514519757,516.9620537962994,Boylston
457,70161,0,Green-D,,,Riverside
458,70162,1,Green-D,593.8832106354084,593.8934634216075,Woodland
459,70163,0,Green-D,604.77064353381,604.7662601626016,Woodland
460,70164,1,Green-D,594.3103114930183,594.2991801811478,Waban
461,70165,0,Green-D,603.822308361107,603.822308361107,Waban
462,70166,1,Green-D,595.1248336151383,595.1511619540975,Eliot
463,70167,0,Green-D,605.3921162579474,605.3948343504795,Eliot
464,70168,1,Green-D,596.5341621621621,596.560196028972,Newton Highlands
465,70169,0,Green-D,606.9113795110594,606.90902146235,Newton Highlands
466,70170,1,Green-D,596.4740032473389,596.4678862668687,Newton Centre
467,70171,0,Green-D,607.9778820619157,607.9815569297926,Newton Centre
468,70172,1,Green-B,,,Chestnut Hill
469,70172,1,Green-D,596.3628158844765,596.3574961192737,Chestnut Hill
470,70173,0,Green-D,611.8488299703373,611.9358063571115,Chestnut Hill
471,70174,1,Green-C,,,Reservoir
472,70174,1,Green-D,631.8325320204623,631.9097622894069,Reservoir
473,70174,1,Green-E,810.0,,Reservoir
474,70175,0,Green-D,631.1877744133233,631.1950416351249,Reservoir
475,70176,1,Green-C,299.0,,Beaconsfield
476,70176,1,Green-D,576.9178020140074,576.9137949057458,Beaconsfield
477,70177,0,Green-D,603.8007876007081,603.8038804783755,Beaconsfield
478,70178,1,Green-B,273.0,,Brookline Hills
479,70178,1,Green-D,546.9758820582553,547.0091585575271,Brookline Hills
480,70179,0,Green-D,625.3139252409686,625.3362980957605,Brookline Hills
481,70180,1,Green-B,,,Brookline Village
482,70180,1,Green-D,533.0655771905424,533.0301449880046,Brookline Village
483,70180,1,Green-E,667.0,,Brookline Village
484,70181,0,Green-D,602.8367035631869,602.8355173088206,Brookline Village
485,70182,1,Green-C,381.0,,Longwood
486,70182,1,Green-D,516.2750538793103,516.289389500623,Longwood
487,70182,1,Green-E,,,Longwood
488,70183,0,Green-D,605.6904939678548,605.786300939207,Longwood
489,70186,1,Green-C,699.75,,Fenway
490,70186,1,Green-D,588.3835658914728,588.5117441860465,Fenway
491,70186,1,Green-E,508.0,,Fenway
492,70187,0,Green-D,609.3269443566235,609.5131994941511,Fenway
493,70196,0,Green-B,137.7766249103716,578.1845787436737,Park Street
494,70196,0,Green-C,154.03718820861678,637.2269406392694,Park Street
495,70196,0,Green-D,149.23611111111111,531.5111731843575,Park Street
496,70196,0,Green-E,158.89247311827958,440.5483870967742,Park Street
497,70197,0,Green-C,141.2361971574344,568.9302742179964,Park Street
498,70197,0,Green-D,284.5,740.0,Park Street
499,70197,0,Green-E,176.54497354497354,668.5132275132275,Park Street
500,70198,0,Green-B,184.09821428571428,636.4954128440367,Park Street
501,70198,0,Green-C,173.0,468.4583333333333,Park Street
502,70198,0,Green-D,167.1568957125791,616.4280614066405,Park Street
503,70198,0,Green-E,186.27272727272728,623.8181818181819,Park Street
504,70199,0,Green-B,25.0,25.0,Park Street
505,70199,0,Green-C,181.11009174311928,525.6146788990826,Park Street
506,70199,0,Green-D,103.4,453.0,Park Street
507,70199,0,Green-E,171.2739177003075,519.2991083771082,Park Street
508,70200,1,Green-B,146.17272415985911,658.1180562407499,Park Street
509,70200,1,Green-C,153.44812382739212,640.6091368162726,Park Street
510,70200,1,Green-D,170.0435669920142,621.4741064265977,Park Street
511,70200,1,Green-E,188.0153471960536,523.4170518038214,Park Street
512,70201,1,Green-B,245.15929203539824,10686.427135678392,Government Center
513,70201,1,Green-C,242.2902255639098,11922.7216890595,Government Center
514,70201,1,Green-D,288.13649706457926,626.8155080213904,Government Center
515,70201,1,Green-E,278.355736199449,520.2073642747046,Government Center
516,70202,0,Green-D,174.32994032994034,620.7429519805266,Government Center
517,70202,0,Green-E,175.3633927651242,522.5880068728522,Government Center
518,70203,1,Green-B,266.7154929577465,10703.014354066983,Haymarket
519,70203,1,Green-C,256.37874659400546,11337.882453151618,Haymarket
520,70203,1,Green-D,286.13987515406944,614.6099756981794,Haymarket
521,70203,1,Green-E,273.4269021647361,517.3552698704214,Haymarket
522,70204,0,Green-B,251.28969359331475,12134.532110091744,Haymarket
523,70204,0,Green-C,234.2785388127854,11353.439238653002,Haymarket
524,70204,0,Green-D,317.2780306660278,614.6362245308851,Haymarket
525,70204,0,Green-E,253.40261315588828,527.4700478402551,Haymarket
526,70205,1,Green-B,383.4285714285714,16762.18181818182,North Station
527,70205,1,Green-C,314.39444444444445,21876.6,North Station
528,70205,1,Green-D,308.20348096224313,643.3794011976048,North Station
529,70205,1,Green-E,283.67384460817146,537.1519495412844,North Station
530,70206,0,Green-B,203.16497461928932,12254.449392712551,North Station
531,70206,0,Green-C,206.47052845528452,10208.081424936388,North Station
532,70206,0,Green-D,307.9358197727363,607.5653718711326,North Station
533,70206,0,Green-E,258.47344102950234,523.5298568787235,North Station
534,70207,1,Green-B,355.9767441860465,9875.896551724138,Science Park/West End
535,70207,1,Green-C,320.88757396449705,21063.44897959184,Science Park/West End
536,70207,1,Green-D,300.70995909376967,637.2799921151193,Science Park/West End
537,70207,1,Green-E,280.9526060171453,524.531637676403,Science Park/West End
538,70208,0,Green-B,292.4591194968553,15942.962962962964,Science Park/West End
539,70208,0,Green-C,242.0772200772201,20009.7311827957,Science Park/West End
540,70208,0,Green-D,313.20004716239583,634.0910099009901,Science Park/West End
541,70208,0,Green-E,272.9388,532.9305476754664,Science Park/West End
542,70211,0,Green-C,574.4104294021172,574.5427165647831,Saint Mary's Street
543,70211,0,Green-D,709.8,,Saint Mary's Street
544,70212,1,Green-C,563.5259893128059,563.5489705167969,Saint Mary's Street
545,70212,1,Green-D,337.0,,Saint Mary's Street
546,70213,0,Green-C,577.3450058050261,577.3266674156462,Hawes Street
547,70213,0,Green-D,280.0,,Hawes Street
548,70214,1,Green-C,561.4947070225138,561.4937940288494,Hawes Street
549,70215,0,Green-C,576.8507786762503,576.8507786762503,Kent Street
550,70216,1,Green-C,561.6478689745021,561.6605992927601,Kent Street
551,70216,1,Green-D,342.0,,Kent Street
552,70217,0,Green-C,575.7688330047246,575.787210297236,Saint Paul Street
553,70217,0,Green-D,247.0,,Saint Paul Street
554,70218,1,Green-C,560.9136104319479,560.9136104319479,Saint Paul Street
555,70219,0,Green-C,571.1052903606897,571.1143310691081,Coolidge Corner
556,70219,0,Green-D,314.0,,Coolidge Corner
557,70220,1,Green-C,560.2615259379857,560.2615259379857,Coolidge Corner
558,70223,0,Green-C,569.817532228361,569.817532228361,Summit Avenue
559,70224,1,Green-C,561.3083163548805,561.3080456363906,Summit Avenue
560,70225,0,Green-C,570.3345501474927,570.3044472306217,Brandon Hall
561,70226,1,Green-C,561.4851595212509,561.4851595212509,Brandon Hall
562,70227,0,Green-C,569.402298427198,569.4172007366483,Fairbanks Street
563,70228,1,Green-C,561.6706453645699,561.6734504744959,Fairbanks Street
564,70229,0,Green-C,569.4650057126009,569.4666838652613,Washington Square
565,70230,1,Green-C,561.4297569650266,561.4297569650266,Washington Square
566,70231,0,Green-C,567.6207251221393,567.6246923557286,Tappan Street
567,70231,0,Green-D,108.0,,Tappan Street
568,70232,1,Green-C,561.5792165437498,561.6040099321796,Tappan Street
569,70232,1,Green-D,669.0,,Tappan Street
570,70233,0,Green-C,567.0120004403832,567.036955484605,Dean Road
571,70233,0,Green-D,340.0,,Dean Road
572,70234,1,Green-C,562.5182972090262,562.5229187544074,Dean Road
573,70235,0,Green-C,565.9184421870989,565.9184421870989,Englewood Avenue
574,70236,1,Green-C,653.109022556391,653.1434912582662,Englewood Avenue
575,70236,1,Green-D,190.25,,Englewood Avenue
576,70237,0,Green-C,,,Cleveland Circle
577,70237,0,Green-D,10137.0,,Cleveland Circle
578,70238,1,Green-D,74.0,,Cleveland Circle
579,70239,0,Green-E,519.5856417595148,519.6132406555589,Prudential
580,70240,1,Green-E,515.0518169810682,515.0579808311037,Prudential
581,70241,0,Green-E,527.3380842010586,527.3380842010586,Symphony
582,70242,1,Green-D,686.0,,Symphony
583,70242,1,Green-E,516.260017658245,516.2833129584352,Symphony
584,70243,0,Green-D,,,Northeastern University
585,70243,0,Green-E,521.2139035610836,521.2318781310704,Northeastern University
586,70244,1,Green-B,495.0,,Northeastern University
587,70244,1,Green-C,759.0,,Northeastern University
588,70244,1,Green-E,514.7001178649605,514.7470703125,Northeastern University
589,70245,0,Green-E,517.5268511947007,517.5335766670046,Museum of Fine Arts
590,70246,1,Green-D,545.0,,Museum of Fine Arts
591,70246,1,Green-E,513.3422271445831,513.3789643252676,Museum of Fine Arts
592,70247,0,Green-E,517.595194647202,517.5905112695569,Longwood Medical Area
593,70248,1,Green-E,516.2379264958996,516.2379264958996,Longwood Medical Area
594,70249,0,Green-C,163.0,,Brigham Circle
595,70249,0,Green-E,539.3044519582982,539.3101930121161,Brigham Circle
596,70250,1,Green-E,526.7364869517318,526.7364869517318,Brigham Circle
597,70251,0,Green-E,536.8008623107123,536.8028534370947,Fenwood Road
598,70252,1,Green-E,532.4201210182223,532.4586549829612,Fenwood Road
599,70253,0,Green-E,535.1101520181722,535.0897019254289,Mission Park
600,70254,1,Green-D,440.0,,Mission Park
601,70254,1,Green-E,533.9852249364045,534.0080850322356,Mission Park
602,70255,0,Green-E,535.2652939942669,535.2583633376446,Riverway
603,70256,1,Green-E,536.0135773524163,536.0027640740352,Riverway
604,70257,0,Green-E,537.513323736966,537.5167632087064,Back of the Hill
605,70258,1,Green-C,91.0,,Back of the Hill
606,70258,1,Green-E,537.1610552499737,537.1784963565023,Back of the Hill
607,70501,1,Green-B,387.2027027027027,8215.869565217392,Lechmere
608,70501,1,Green-C,304.93464052287584,19615.06976744186,Lechmere
609,70501,1,Green-D,297.6300705133065,600.4147666818666,Lechmere
610,70501,1,Green-E,280.307483038893,546.2913763949949,Lechmere
611,70502,0,Green-B,259.772972972973,11894.631578947368,Lechmere
612,70502,0,Green-C,216.8768115942029,19451.504587155963,Lechmere
613,70502,0,Green-D,311.91351122079124,630.2329357833806,Lechmere
614,70502,0,Green-E,259.2957367614401,506.863827121829,Lechmere
615,70503,1,Green-B,,,Union Square
616,70503,1,Green-C,14338.0,,Union Square
617,70503,1,Green-D,3345.9444444444443,3256.176470588235,Union Square
618,70503,1,Green-E,16091.35294117647,17629.513513513513,Union Square
619,70505,1,Green-B,503.5,5173.571428571428,Gilman Square
620,70505,1,Green-C,404.6181818181818,23302.7,Gilman Square
621,70505,1,Green-D,356.4397590361445,20654.904761904763,Gilman Square
622,70505,1,Green-E,501.6442691250776,505.9311312671729,Gilman Square
623,70506,0,Green-B,397.1951219512195,6888.0,Gilman Square
624,70506,0,Green-C,309.7173913043478,16500.15625,Gilman Square
625,70506,0,Green-D,305.1655629139073,17095.54761904762,Gilman Square
626,70506,0,Green-E,496.8819318115134,500.4271924419799,Gilman Square
627,70507,1,Green-B,540.4857142857143,5169.571428571428,Magoun Square
628,70507,1,Green-C,418.3414634146341,23329.7,Magoun Square
629,70507,1,Green-D,379.9337349397591,20655.61904761905,Magoun Square
630,70507,1,Green-E,499.4541300735818,503.92422264419656,Magoun Square
631,70508,0,Green-B,424.1707317073171,6891.333333333333,Magoun Square
632,70508,0,Green-C,307.5966850828729,16500.96875,Magoun Square
633,70508,0,Green-D,308.2266666666667,17093.928571428572,Magoun Square
634,70508,0,Green-E,501.5083616989788,503.0179665532041,Magoun Square
635,70509,1,Green-B,525.9142857142857,5172.714285714285,Ball Square
636,70509,1,Green-C,434.3272727272727,23347.35,Ball Square
637,70509,1,Green-D,389.390243902439,20447.9,Ball Square
638,70509,1,Green-E,499.2090700816543,503.7827248964728,Ball Square
639,70510,0,Green-B,392.6,6915.0,Ball Square
640,70510,0,Green-C,305.7096774193548,16002.878787878788,Ball Square
641,70510,0,Green-D,296.3896103896104,16800.333333333332,Ball Square
642,70510,0,Green-E,499.8925016198386,503.3677219849801,Ball Square
643,70512,0,Green-B,453.1428571428572,4970.142857142857,Medford/Tufts
644,70512,0,Green-C,372.8187919463088,23143.647058823528,Medford/Tufts
645,70512,0,Green-D,339.7464788732394,20889.2,Medford/Tufts
646,70513,1,Green-B,481.97222222222223,5180.428571428572,East Somerville
647,70513,1,Green-C,393.75,23281.8,East Somerville
648,70513,1,Green-D,339.3090909090909,19925.17073170732,East Somerville
649,70513,1,Green-E,504.1005248643359,508.49873965778,East Somerville
650,70514,0,Green-B,420.77777777777777,11686.2,East Somerville
651,70514,0,Green-C,323.0282485875706,19796.03846153846,East Somerville
652,70514,0,Green-D,313.3061224489796,19817.55,East Somerville
653,70514,0,Green-E,509.0339631739144,512.7155772534129,East Somerville
654,71150,1,Green-B,186.3196239231279,577.1900888499562,Kenmore
655,71150,1,Green-C,567.0,798.0,Kenmore
656,71150,1,Green-D,92.0,437.0,Kenmore
657,71151,0,Green-B,180.53796627066544,587.7228940871239,Kenmore
658,71151,0,Green-C,252.14285714285717,418.7142857142857,Kenmore
659,71151,0,Green-D,239.84615384615384,615.1538461538462,Kenmore
660,71199,1,Green-B,217.2741935483871,721.4098360655738,Park Street
661,71199,1,Green-C,220.64102564102564,1400.8974358974358,Park Street
662,71199,1,Green-D,290.2,701.9,Park Street
663,71199,1,Green-E,270.54545454545456,862.9090909090909,Park Street
664,Government Center-Brattle,0,Green-E,299.0,453.0,Government Center
665,Government Center-Brattle,1,Green-C,250.3846153846154,20371.90909090909,Government Center
666,Government Center-Brattle,1,Green-D,251.25,511.7287356321839,Government Center
667,Government Center-Brattle,1,Green-E,160.14893617021278,257.2340425531915,Government Center
668,Union Square-01,1,Green-D,,,Union Square
669,Union Square-01,1,Green-E,,,Union Square
670,Union Square-02,1,Green-C,,,Union Square
671,Union Square-02,1,Green-D,19330.0,,Union Square
